Date,Province,Forecast
2029-11-01,Manitoba,562999.9016322833
2029-12-01,Manitoba,562999.9040286657
2030-01-01,Manitoba,562999.9030013946
2030-02-01,Manitoba,562999.9020750062
2030-03-01,Manitoba,562999.9039689503
2030-04-01,Manitoba,562999.9026877987
2030-05-01,Manitoba,562999.9024695647
2030-06-01,Manitoba,562999.9038052964
2030-07-01,Manitoba,562999.9025292653
2030-08-01,Manitoba,562999.9027832798
2030-09-01,Manitoba,562999.9035974364
2030-10-01,Manitoba,562999.9024883495
2030-11-01,Manitoba,562999.903006027
2030-12-01,Manitoba,562999.9033885165
2031-01-01,Manitoba,562999.9025264685
2031-02-01,Manitoba,562999.9031431251
2031-03-01,Manitoba,562999.9032057389
2031-04-01,Manitoba,562999.9026092789
2031-05-01,Manitoba,562999.9032089026
2031-06-01,Manitoba,562999.9030628134
2031-07-01,Manitoba,562999.9027094976
2031-08-01,Manitoba,562999.9032214968
2031-09-01,Manitoba,562999.902963228
2031-10-01,Manitoba,562999.9028077791
2031-11-01,Manitoba,562999.9031991125
2031-12-01,Manitoba,562999.9029036085
2032-01-01,Manitoba,562999.9028922333
2032-02-01,Manitoba,562999.9031576565
2032-03-01,Manitoba,562999.902876711
2032-04-01,Manitoba,562999.9029571782
2032-05-01,Manitoba,562999.9031095565
2032-06-01,Manitoba,562999.9028737932
2032-07-01,Manitoba,562999.9030015501
2032-08-01,Manitoba,562999.9030634598
2032-09-01,Manitoba,562999.9028862924
2032-10-01,Manitoba,562999.9030273226
2032-11-01,Manitoba,562999.9030245352
2032-12-01,Manitoba,562999.9029068588
2033-01-01,Manitoba,562999.9030381204
2033-02-01,Manitoba,562999.9029951035
2033-03-01,Manitoba,562999.9029298476
2033-04-01,Manitoba,562999.903038138
2033-05-01,Manitoba,562999.9029754042
2033-06-01,Manitoba,562999.9029514068
2033-07-01,Manitoba,562999.9030313916
2033-08-01,Manitoba,562999.9029643382
2033-09-01,Manitoba,562999.9029693021
2033-10-01,Manitoba,562999.9030212671
2033-11-01,Manitoba,562999.9029601072
2033-12-01,Manitoba,562999.9029826024
2034-01-01,Manitoba,562999.9030103213
2034-02-01,Manitoba,562999.902960707
2034-03-01,Manitoba,562999.902991314
2034-04-01,Manitoba,562999.9030002668
2034-05-01,Manitoba,562999.9029642609
2034-06-01,Manitoba,562999.9029960292
2034-07-01,Manitoba,562999.90299206
2034-08-01,Manitoba,562999.9029692118
2034-09-01,Manitoba,562999.902997633
2034-10-01,Manitoba,562999.9029860669
2024-11-01,New Brunswick,337000.01763381436
2024-12-01,New Brunswick,337000.0617913492
2025-01-01,New Brunswick,337000.0450157076
2025-02-01,New Brunswick,337000.0304424092
2025-03-01,New Brunswick,337000.04049131833
2025-04-01,New Brunswick,337000.04432883114
2025-05-01,New Brunswick,337000.0393632613
2025-06-01,New Brunswick,337000.03885242157
2025-07-01,New Brunswick,337000.04100764915
2025-08-01,New Brunswick,337000.04075375386
2025-09-01,New Brunswick,337000.03992077336
2025-10-01,New Brunswick,337000.0402047932
2025-11-01,New Brunswick,337000.0404866878
2025-12-01,New Brunswick,337000.0403089803
2026-01-01,New Brunswick,337000.04023115896
2026-02-01,New Brunswick,337000.04032111727
2026-03-01,New Brunswick,337000.0403337907
2026-04-01,New Brunswick,337000.0402940102
2026-05-01,New Brunswick,337000.0402973611
2026-06-01,New Brunswick,337000.0403130241
2026-07-01,New Brunswick,337000.0403082706
2026-08-01,New Brunswick,337000.04030284286
2026-09-01,New Brunswick,337000.04030597024
2026-10-01,New Brunswick,337000.04030753113
2026-11-01,New Brunswick,337000.0403059069
2026-12-01,New Brunswick,337000.0403056145
2027-01-01,New Brunswick,337000.0403063465
2027-02-01,New Brunswick,337000.04030630924
2027-03-01,New Brunswick,337000.04030601494
2027-04-01,New Brunswick,337000.0403060932
2027-05-01,New Brunswick,337000.0403061975
2027-06-01,New Brunswick,337000.04030614346
2027-07-01,New Brunswick,337000.0403061118
2027-08-01,New Brunswick,337000.0403061416
2027-09-01,New Brunswick,337000.0403061472
2027-10-01,New Brunswick,337000.04030613415
2027-11-01,New Brunswick,337000.04030613415
2027-12-01,New Brunswick,337000.04030613974
2028-01-01,New Brunswick,337000.0403061379
2028-02-01,New Brunswick,337000.040306136
2028-03-01,New Brunswick,337000.0403061379
2028-04-01,New Brunswick,337000.0403061379
2028-05-01,New Brunswick,337000.0403061379
2028-06-01,New Brunswick,337000.0403061379
2028-07-01,New Brunswick,337000.0403061379
2028-08-01,New Brunswick,337000.0403061379
2028-09-01,New Brunswick,337000.0403061379
2028-10-01,New Brunswick,337000.0403061379
2028-11-01,New Brunswick,337000.0403061379
2028-12-01,New Brunswick,337000.0403061379
2029-01-01,New Brunswick,337000.0403061379
2029-02-01,New Brunswick,337000.0403061379
2029-03-01,New Brunswick,337000.0403061379
2029-04-01,New Brunswick,337000.0403061379
2029-05-01,New Brunswick,337000.0403061379
2029-06-01,New Brunswick,337000.0403061379
2029-07-01,New Brunswick,337000.0403061379
2029-08-01,New Brunswick,337000.0403061379
2029-09-01,New Brunswick,337000.0403061379
2029-10-01,New Brunswick,337000.0403061379
2029-11-01,New Brunswick,337000.0403061379
2029-12-01,New Brunswick,337000.0403061379
2030-01-01,New Brunswick,337000.0403061379
2030-02-01,New Brunswick,337000.0403061379
2030-03-01,New Brunswick,337000.0403061379
2030-04-01,New Brunswick,337000.0403061379
2030-05-01,New Brunswick,337000.0403061379
2030-06-01,New Brunswick,337000.0403061379
2030-07-01,New Brunswick,337000.0403061379
2030-08-01,New Brunswick,337000.0403061379
2030-09-01,New Brunswick,337000.0403061379
2030-10-01,New Brunswick,337000.0403061379
2030-11-01,New Brunswick,337000.0403061379
2030-12-01,New Brunswick,337000.0403061379
2031-01-01,New Brunswick,337000.0403061379
2031-02-01,New Brunswick,337000.0403061379
2031-03-01,New Brunswick,337000.0403061379
2031-04-01,New Brunswick,337000.0403061379
2031-05-01,New Brunswick,337000.0403061379
2031-06-01,New Brunswick,337000.0403061379
2031-07-01,New Brunswick,337000.0403061379
2031-08-01,New Brunswick,337000.0403061379
2031-09-01,New Brunswick,337000.0403061379
2031-10-01,New Brunswick,337000.0403061379
2031-11-01,New Brunswick,337000.0403061379
2031-12-01,New Brunswick,337000.0403061379
2032-01-01,New Brunswick,337000.0403061379
2032-02-01,New Brunswick,337000.0403061379
2032-03-01,New Brunswick,337000.0403061379
2032-04-01,New Brunswick,337000.0403061379
2032-05-01,New Brunswick,337000.0403061379
2032-06-01,New Brunswick,337000.0403061379
2032-07-01,New Brunswick,337000.0403061379
2032-08-01,New Brunswick,337000.0403061379
2032-09-01,New Brunswick,337000.0403061379
2032-10-01,New Brunswick,337000.0403061379
2032-11-01,New Brunswick,337000.0403061379
2032-12-01,New Brunswick,337000.0403061379
2033-01-01,New Brunswick,337000.0403061379
2033-02-01,New Brunswick,337000.0403061379
2033-03-01,New Brunswick,337000.0403061379
2033-04-01,New Brunswick,337000.0403061379
2033-05-01,New Brunswick,337000.0403061379
2033-06-01,New Brunswick,337000.0403061379
2033-07-01,New Brunswick,337000.0403061379
2033-08-01,New Brunswick,337000.0403061379
2033-09-01,New Brunswick,337000.0403061379
2033-10-01,New Brunswick,337000.0403061379
2033-11-01,New Brunswick,337000.0403061379
2033-12-01,New Brunswick,337000.0403061379
2034-01-01,New Brunswick,337000.0403061379
2034-02-01,New Brunswick,337000.0403061379
2034-03-01,New Brunswick,337000.0403061379
2034-04-01,New Brunswick,337000.0403061379
2034-05-01,New Brunswick,337000.0403061379
2034-06-01,New Brunswick,337000.0403061379
2034-07-01,New Brunswick,337000.0403061379
2034-08-01,New Brunswick,337000.0403061379
2034-09-01,New Brunswick,337000.0403061379
2034-10-01,New Brunswick,337000.0403061379
2024-11-01,Newfoundland and Labrador,220000.40409914707
2024-12-01,Newfoundland and Labrador,219998.72113139788
2025-01-01,Newfoundland and Labrador,219999.01679927704
2025-02-01,Newfoundland and Labrador,219999.5718124475
2025-03-01,Newfoundland and Labrador,219999.31280035584
2025-04-01,Newfoundland and Labrador,219999.17274214432
2025-05-01,Newfoundland and Labrador,219999.30753626337
2025-06-01,Newfoundland and Labrador,219999.32440482022
2025-07-01,Newfoundland and Labrador,219999.26916221017
2025-08-01,Newfoundland and Labrador,219999.27751027874
2025-09-01,Newfoundland and Labrador,219999.29608942964
2025-10-01,Newfoundland and Labrador,219999.28800237796
2025-11-01,Newfoundland and Labrador,219999.2831586654
2025-12-01,Newfoundland and Labrador,219999.2874925536
2026-01-01,Newfoundland and Labrador,219999.28816314612
2026-02-01,Newfoundland and Labrador,219999.2863528682
2026-03-01,Newfoundland and Labrador,219999.28658206947
2026-04-01,Newfoundland and Labrador,219999.28720270493
2026-05-01,Newfoundland and Labrador,219999.28695125796
2026-06-01,Newfoundland and Labrador,219999.286784478
2026-07-01,Newfoundland and Labrador,219999.286923534
2026-08-01,Newfoundland and Labrador,219999.28694933
2026-09-01,Newfoundland and Labrador,219999.2868901071
2026-10-01,Newfoundland and Labrador,219999.28689615277
2026-11-01,Newfoundland and Labrador,219999.28691684327
2026-12-01,Newfoundland and Labrador,219999.28690906137
2027-01-01,Newfoundland and Labrador,219999.28690334153
2027-02-01,Newfoundland and Labrador,219999.28690779372
2027-03-01,Newfoundland and Labrador,219999.28690876276
2027-04-01,Newfoundland and Labrador,219999.28690682852
2027-05-01,Newfoundland and Labrador,219999.28690697835
2027-06-01,Newfoundland and Labrador,219999.28690766683
2027-07-01,Newfoundland and Labrador,219999.28690742725
2027-08-01,Newfoundland and Labrador,219999.28690723178
2027-09-01,Newfoundland and Labrador,219999.28690737404
2027-10-01,Newfoundland and Labrador,219999.28690740978
2027-11-01,Newfoundland and Labrador,219999.2869073467
2027-12-01,Newfoundland and Labrador,219999.28690735006
2028-01-01,Newfoundland and Labrador,219999.28690737288
2028-02-01,Newfoundland and Labrador,219999.28690736555
2028-03-01,Newfoundland and Labrador,219999.2869073589
2028-04-01,Newfoundland and Labrador,219999.28690736345
2028-05-01,Newfoundland and Labrador,219999.28690736473
2028-06-01,Newfoundland and Labrador,219999.28690736264
2028-07-01,Newfoundland and Labrador,219999.28690736264
2028-08-01,Newfoundland and Labrador,219999.28690736345
2028-09-01,Newfoundland and Labrador,219999.28690736322
2028-10-01,Newfoundland and Labrador,219999.28690736298
2028-11-01,Newfoundland and Labrador,219999.2869073631
2028-12-01,Newfoundland and Labrador,219999.2869073631
2029-01-01,Newfoundland and Labrador,219999.28690736298
2029-02-01,Newfoundland and Labrador,219999.28690736298
2029-03-01,Newfoundland and Labrador,219999.28690736298
2029-04-01,Newfoundland and Labrador,219999.28690736298
2029-05-01,Newfoundland and Labrador,219999.28690736298
2029-06-01,Newfoundland and Labrador,219999.28690736298
2029-07-01,Newfoundland and Labrador,219999.28690736298
2029-08-01,Newfoundland and Labrador,219999.28690736298
2029-09-01,Newfoundland and Labrador,219999.28690736298
2029-10-01,Newfoundland and Labrador,219999.28690736298
2029-11-01,Newfoundland and Labrador,219999.28690736298
2029-12-01,Newfoundland and Labrador,219999.28690736298
2030-01-01,Newfoundland and Labrador,219999.28690736298
2030-02-01,Newfoundland and Labrador,219999.28690736298
2030-03-01,Newfoundland and Labrador,219999.28690736298
2030-04-01,Newfoundland and Labrador,219999.28690736298
2030-05-01,Newfoundland and Labrador,219999.28690736298
2030-06-01,Newfoundland and Labrador,219999.28690736298
2030-07-01,Newfoundland and Labrador,219999.28690736298
2030-08-01,Newfoundland and Labrador,219999.28690736298
2030-09-01,Newfoundland and Labrador,219999.28690736298
2030-10-01,Newfoundland and Labrador,219999.28690736298
2030-11-01,Newfoundland and Labrador,219999.28690736298
2030-12-01,Newfoundland and Labrador,219999.28690736298
2031-01-01,Newfoundland and Labrador,219999.28690736298
2031-02-01,Newfoundland and Labrador,219999.28690736298
2031-03-01,Newfoundland and Labrador,219999.28690736298
2031-04-01,Newfoundland and Labrador,219999.28690736298
2031-05-01,Newfoundland and Labrador,219999.28690736298
2031-06-01,Newfoundland and Labrador,219999.28690736298
2031-07-01,Newfoundland and Labrador,219999.28690736298
2031-08-01,Newfoundland and Labrador,219999.28690736298
2031-09-01,Newfoundland and Labrador,219999.28690736298
2031-10-01,Newfoundland and Labrador,219999.28690736298
2031-11-01,Newfoundland and Labrador,219999.28690736298
2031-12-01,Newfoundland and Labrador,219999.28690736298
2032-01-01,Newfoundland and Labrador,219999.28690736298
2032-02-01,Newfoundland and Labrador,219999.28690736298
2032-03-01,Newfoundland and Labrador,219999.28690736298
2032-04-01,Newfoundland and Labrador,219999.28690736298
2032-05-01,Newfoundland and Labrador,219999.28690736298
2032-06-01,Newfoundland and Labrador,219999.28690736298
2032-07-01,Newfoundland and Labrador,219999.28690736298
2032-08-01,Newfoundland and Labrador,219999.28690736298
2032-09-01,Newfoundland and Labrador,219999.28690736298
2032-10-01,Newfoundland and Labrador,219999.28690736298
2032-11-01,Newfoundland and Labrador,219999.28690736298
2032-12-01,Newfoundland and Labrador,219999.28690736298
2033-01-01,Newfoundland and Labrador,219999.28690736298
2033-02-01,Newfoundland and Labrador,219999.28690736298
2033-03-01,Newfoundland and Labrador,219999.28690736298
2033-04-01,Newfoundland and Labrador,219999.28690736298
2033-05-01,Newfoundland and Labrador,219999.28690736298
2033-06-01,Newfoundland and Labrador,219999.28690736298
2033-07-01,Newfoundland and Labrador,219999.28690736298
2033-08-01,Newfoundland and Labrador,219999.28690736298
2033-09-01,Newfoundland and Labrador,219999.28690736298
2033-10-01,Newfoundland and Labrador,219999.28690736298
2033-11-01,Newfoundland and Labrador,219999.28690736298
2033-12-01,Newfoundland and Labrador,219999.28690736298
2034-01-01,Newfoundland and Labrador,219999.28690736298
2034-02-01,Newfoundland and Labrador,219999.28690736298
2034-03-01,Newfoundland and Labrador,219999.28690736298
2034-04-01,Newfoundland and Labrador,219999.28690736298
2034-05-01,Newfoundland and Labrador,219999.28690736298
2034-06-01,Newfoundland and Labrador,219999.28690736298
2034-07-01,Newfoundland and Labrador,219999.28690736298
2034-08-01,Newfoundland and Labrador,219999.28690736298
2034-09-01,Newfoundland and Labrador,219999.28690736298
2034-10-01,Newfoundland and Labrador,219999.28690736298
2024-11-01,Ontario,5983999.542441377
2024-12-01,Ontario,5983999.249378037
2025-01-01,Ontario,5983999.044635578
2025-02-01,Ontario,5983998.888838954
2025-03-01,Ontario,5983998.76152904
2025-04-01,Ontario,5983998.651977079
2025-05-01,Ontario,5983998.554466218
2025-06-01,Ontario,5983998.465867253
2025-07-01,Ontario,5983998.384392703
2025-08-01,Ontario,5983998.308956088
2025-09-01,Ontario,5983998.238842085
2025-10-01,Ontario,5983998.173536394
2025-11-01,Ontario,5983998.112637671
2025-12-01,Ontario,5983998.055811657
2026-01-01,Ontario,5983998.002767021
2026-02-01,Ontario,5983997.953242393
2026-03-01,Ontario,5983997.90699918
2026-04-01,Ontario,5983997.86381739
2026-05-01,Ontario,5983997.823493026
2026-06-01,Ontario,5983997.785836329
2026-07-01,Ontario,5983997.750670469
2026-08-01,Ontario,5983997.717830511
2026-09-01,Ontario,5983997.687162522
2026-10-01,Ontario,5983997.658522808
2026-11-01,Ontario,5983997.631777201
2026-12-01,Ontario,5983997.60680042
2027-01-01,Ontario,5983997.583475477
2027-02-01,Ontario,5983997.5616931245
2027-03-01,Ontario,5983997.541351343
2027-04-01,Ontario,5983997.522354858
2027-05-01,Ontario,5983997.5046147
2027-06-01,Ontario,5983997.48804778
2027-07-01,Ontario,5983997.472576508
2027-08-01,Ontario,5983997.4581284225
2027-09-01,Ontario,5983997.444635857
2027-10-01,Ontario,5983997.432035617
2027-11-01,Ontario,5983997.420268689
2027-12-01,Ontario,5983997.409279963
2028-01-01,Ontario,5983997.399017972
2028-02-01,Ontario,5983997.389434654
2028-03-01,Ontario,5983997.380485126
2028-04-01,Ontario,5983997.3721274715
2028-05-01,Ontario,5983997.364322547
2028-06-01,Ontario,5983997.3570337985
2028-07-01,Ontario,5983997.35022709
2028-08-01,Ontario,5983997.343870539
2028-09-01,Ontario,5983997.337934377
2028-10-01,Ontario,5983997.3323908
2028-11-01,Ontario,5983997.327213846
2028-12-01,Ontario,5983997.322379269
2029-01-01,Ontario,5983997.317864424
2029-02-01,Ontario,5983997.313648166
2029-03-01,Ontario,5983997.30971075
2029-04-01,Ontario,5983997.306033733
2029-05-01,Ontario,5983997.302599895
2029-06-01,Ontario,5983997.299393151
2029-07-01,Ontario,5983997.296398485
2029-08-01,Ontario,5983997.293601871
2029-09-01,Ontario,5983997.290990208
2029-10-01,Ontario,5983997.288551267
2029-11-01,Ontario,5983997.286273625
2029-12-01,Ontario,5983997.284146614
2030-01-01,Ontario,5983997.282160272
2030-02-01,Ontario,5983997.280305296
2030-03-01,Ontario,5983997.278572998
2030-04-01,Ontario,5983997.276955266
2030-05-01,Ontario,5983997.275444521
2030-06-01,Ontario,5983997.274033688
2030-07-01,Ontario,5983997.272716161
2030-08-01,Ontario,5983997.271485768
2030-09-01,Ontario,5983997.270336746
2030-10-01,Ontario,5983997.269263715
2030-11-01,Ontario,5983997.268261649
2030-12-01,Ontario,5983997.267325853
2031-01-01,Ontario,5983997.2664519455
2031-02-01,Ontario,5983997.265635834
2031-03-01,Ontario,5983997.2648736965
2031-04-01,Ontario,5983997.264161961
2031-05-01,Ontario,5983997.263497297
2031-06-01,Ontario,5983997.262876591
2031-07-01,Ontario,5983997.262296934
2031-08-01,Ontario,5983997.261755612
2031-09-01,Ontario,5983997.261250091
2031-10-01,Ontario,5983997.260778002
2031-11-01,Ontario,5983997.260337135
2031-12-01,Ontario,5983997.259925424
2032-01-01,Ontario,5983997.259540942
2032-02-01,Ontario,5983997.259181887
2032-03-01,Ontario,5983997.258846578
2032-04-01,Ontario,5983997.258533445
2032-05-01,Ontario,5983997.25824102
2032-06-01,Ontario,5983997.257967936
2032-07-01,Ontario,5983997.257712911
2032-08-01,Ontario,5983997.257474752
2032-09-01,Ontario,5983997.257252345
2032-10-01,Ontario,5983997.257044645
2032-11-01,Ontario,5983997.256850682
2032-12-01,Ontario,5983997.2566695465
2033-01-01,Ontario,5983997.25650039
2033-02-01,Ontario,5983997.256342421
2033-03-01,Ontario,5983997.2561949
2033-04-01,Ontario,5983997.256057134
2033-05-01,Ontario,5983997.25592848
2033-06-01,Ontario,5983997.255808334
2033-07-01,Ontario,5983997.255696134
2033-08-01,Ontario,5983997.255591353
2033-09-01,Ontario,5983997.255493504
2033-10-01,Ontario,5983997.2554021245
2033-11-01,Ontario,5983997.255316789
2033-12-01,Ontario,5983997.255237097
2034-01-01,Ontario,5983997.255162676
2034-02-01,Ontario,5983997.255093176
2034-03-01,Ontario,5983997.255028272
2034-04-01,Ontario,5983997.254967662
2034-05-01,Ontario,5983997.2549110595
2034-06-01,Ontario,5983997.2548581995
2034-07-01,Ontario,5983997.254808837
2034-08-01,Ontario,5983997.254762738
2034-09-01,Ontario,5983997.254719688
2034-10-01,Ontario,5983997.254679485
