REF_DATE,GEO,DGUID,Place of death,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1999,"Ontario, place of residence",2016A000235,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227408,7.4.1,31,,,,0
1999,"Ontario, place of residence",2016A000235,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227409,7.4.2,0,,,,1
1999,"Manitoba, place of residence",2016A000246,"Total, place of death",Number of deaths,Number,223,units,0,v21227410,8.1.1,9860,,,,0
1999,"Manitoba, place of residence",2016A000246,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227411,8.1.2,100,,,,1
1999,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227412,8.2.1,6938,,,,0
1999,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227413,8.2.2,70.4,,,,1
1999,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227414,8.3.1,2917,,,,0
1999,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227415,8.3.2,29.6,,,,1
1999,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227416,8.4.1,5,,,,0
1999,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227417,8.4.2,0.1,,,,1
1999,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Number of deaths,Number,223,units,0,v21227418,9.1.1,9044,,,,0
1999,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227419,9.1.2,100,,,,1
1999,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227420,9.2.1,5039,,,,0
1999,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227421,9.2.2,55.7,,,,1
1999,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227422,9.3.1,3989,,,,0
1999,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227423,9.3.2,44.1,,,,1
1999,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227424,9.4.1,16,,,,0
1999,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227425,9.4.2,0.2,,,,1
1999,"Alberta, place of residence",2016A000248,"Total, place of death",Number of deaths,Number,223,units,0,v21227426,10.1.1,17206,,,,0
1999,"Alberta, place of residence",2016A000248,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227427,10.1.2,100,,,,1
1999,"Alberta, place of residence",2016A000248,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227428,10.2.1,10670,,,,0
1999,"Alberta, place of residence",2016A000248,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227429,10.2.2,62,,,,1
1999,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227430,10.3.1,6481,,,,0
1999,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227431,10.3.2,37.7,,,,1
1999,"Alberta, place of residence",2016A000248,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227432,10.4.1,55,,,,0
1999,"Alberta, place of residence",2016A000248,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227433,10.4.2,0.3,,,,1
1999,"British Columbia, place of residence",2016A000259,"Total, place of death",Number of deaths,Number,223,units,0,v21227434,11.1.1,28017,,,,0
1999,"British Columbia, place of residence",2016A000259,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227435,11.1.2,100,,,,1
1999,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227436,11.2.1,22407,,,,0
1999,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227437,11.2.2,80,,,,1
1999,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227438,11.3.1,48,,,,0
1999,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227439,11.3.2,0.2,,,,1
1999,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227440,11.4.1,5562,,,,0
1999,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227441,11.4.2,19.9,,,,1
1999,"Yukon, place of residence",2016A000260,"Total, place of death",Number of deaths,Number,223,units,0,v21227442,12.1.1,135,,,,0
1999,"Yukon, place of residence",2016A000260,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227443,12.1.2,100,,,,1
1999,"Yukon, place of residence",2016A000260,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227444,12.2.1,78,,,,0
1999,"Yukon, place of residence",2016A000260,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227445,12.2.2,57.8,,,,1
1999,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227446,12.3.1,56,,,,0
1999,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227447,12.3.2,41.5,,,,1
1999,"Yukon, place of residence",2016A000260,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227448,12.4.1,1,,,,0
1999,"Yukon, place of residence",2016A000260,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227449,12.4.2,0.7,,,,1
1999,"Northwest Territories including Nunavut, place of residence",,"Total, place of death",Number of deaths,Number,223,units,0,v21227450,13.1.1,289,,,t,0
1999,"Northwest Territories including Nunavut, place of residence",,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227451,13.1.2,100,,,t,1
1999,"Northwest Territories including Nunavut, place of residence",,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227452,13.2.1,136,,,t,0
1999,"Northwest Territories including Nunavut, place of residence",,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227453,13.2.2,47.1,,,t,1
1999,"Northwest Territories including Nunavut, place of residence",,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227454,13.3.1,134,,,t,0
1999,"Northwest Territories including Nunavut, place of residence",,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227455,13.3.2,46.4,,,t,1
1999,"Northwest Territories including Nunavut, place of residence",,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227456,13.4.1,19,,,t,0
1999,"Northwest Territories including Nunavut, place of residence",,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227457,13.4.2,6.6,,,t,1
1999,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Number of deaths,Number,223,units,0,v21227458,14.1.1,162,,,,0
1999,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227459,14.1.2,100,,,,1
1999,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227460,14.2.1,98,,,,0
1999,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227461,14.2.2,60.5,,,,1
1999,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227462,14.3.1,53,,,,0
1999,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227463,14.3.2,32.7,,,,1
1999,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227464,14.4.1,11,,,,0
1999,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227465,14.4.2,6.8,,,,1
1999,"Nunavut, place of residence",2016A000262,"Total, place of death",Number of deaths,Number,223,units,0,v21227466,15.1.1,127,,,,0
1999,"Nunavut, place of residence",2016A000262,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227467,15.1.2,100,,,,1
1999,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227468,15.2.1,38,,,,0
1999,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227469,15.2.2,29.9,,,,1
1999,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227470,15.3.1,81,,,,0
1999,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227471,15.3.2,63.8,,,,1
1999,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227472,15.4.1,8,,,,0
1999,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227473,15.4.2,6.3,,,,1
1999,Unknown province or territory of residence,,"Total, place of death",Number of deaths,Number,223,units,0,v21227474,16.1.1,4,,,,0
1999,Unknown province or territory of residence,,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227475,16.1.2,100,,,,1
1999,Unknown province or territory of residence,,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227476,16.2.1,0,,,,0
1999,Unknown province or territory of residence,,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227477,16.2.2,0,,,,1
1999,Unknown province or territory of residence,,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227478,16.3.1,3,,,,0
1999,Unknown province or territory of residence,,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227479,16.3.2,75,,,,1
1999,Unknown province or territory of residence,,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227480,16.4.1,1,,,,0
1999,Unknown province or territory of residence,,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227481,16.4.2,25,,,,1
2000,"Canada, place of residence",2016A000011124,"Total, place of death",Number of deaths,Number,223,units,0,v21227354,1.1.1,218062,,,,0
2000,"Canada, place of residence",2016A000011124,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227355,1.1.2,100,,,,1
2000,"Canada, place of residence",2016A000011124,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227356,1.2.1,157089,,,,0
2000,"Canada, place of residence",2016A000011124,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227357,1.2.2,72,,,,1
2000,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227358,1.3.1,52580,,,,0
2000,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227359,1.3.2,24.1,,,,1
2000,"Canada, place of residence",2016A000011124,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227360,1.4.1,8393,,,,0
2000,"Canada, place of residence",2016A000011124,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227361,1.4.2,3.8,,,,1
2000,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Number of deaths,Number,223,units,0,v21227362,2.1.1,4339,,,,0
2000,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227363,2.1.2,100,,,,1
2000,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227364,2.2.1,2768,,,,0
2000,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227365,2.2.2,63.8,,,,1
2000,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227366,2.3.1,1485,,,,0
2000,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227367,2.3.2,34.2,,,,1
2000,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227368,2.4.1,86,,,,0
2000,"Newfoundland and Labrador, place of residence",2016A000210,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227369,2.4.2,2,,,,1
2000,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Number of deaths,Number,223,units,0,v21227370,3.1.1,1229,,,,0
2000,"Prince Edward Island, place of residence",2016A000211,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227371,3.1.2,100,,,,1
2000,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227372,3.2.1,719,,,,0
2000,"Prince Edward Island, place of residence",2016A000211,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227373,3.2.2,58.5,,,,1
2000,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227374,3.3.1,509,,,,0
2000,"Prince Edward Island, place of residence",2016A000211,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227375,3.3.2,41.4,,,,1
2000,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227376,3.4.1,1,,,,0
2000,"Prince Edward Island, place of residence",2016A000211,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227377,3.4.2,0.1,,,,1
2000,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Number of deaths,Number,223,units,0,v21227378,4.1.1,7879,,,,0
2000,"Nova Scotia, place of residence",2016A000212,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227379,4.1.2,100,,,,1
2000,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227380,4.2.1,5051,,,,0
2000,"Nova Scotia, place of residence",2016A000212,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227381,4.2.2,64.1,,,,1
2000,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227382,4.3.1,11,,,,0
2000,"Nova Scotia, place of residence",2016A000212,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227383,4.3.2,0.1,,,,1
2000,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227384,4.4.1,2817,,,,0
2000,"Nova Scotia, place of residence",2016A000212,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227385,4.4.2,35.8,,,,1
2000,"New Brunswick, place of residence",2016A000213,"Total, place of death",Number of deaths,Number,223,units,0,v21227386,5.1.1,6088,,,,0
2000,"New Brunswick, place of residence",2016A000213,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227387,5.1.2,100,,,,1
2000,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227388,5.2.1,4307,,,,0
2000,"New Brunswick, place of residence",2016A000213,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227389,5.2.2,70.7,,,,1
2000,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227390,5.3.1,1775,,,,0
2000,"New Brunswick, place of residence",2016A000213,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227391,5.3.2,29.2,,,,1
2000,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227392,5.4.1,6,,,,0
2000,"New Brunswick, place of residence",2016A000213,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227393,5.4.2,0.1,,,,1
2000,"Quebec, place of residence",2016A000224,"Total, place of death",Number of deaths,Number,223,units,0,v21227394,6.1.1,53190,,,,0
2000,"Quebec, place of residence",2016A000224,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227395,6.1.2,100,,,,1
2000,"Quebec, place of residence",2016A000224,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227396,6.2.1,46466,,,,0
2000,"Quebec, place of residence",2016A000224,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227397,6.2.2,87.4,,,,1
2000,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227398,6.3.1,6676,,,,0
2000,"Quebec, place of residence",2016A000224,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227399,6.3.2,12.6,,,,1
2000,"Quebec, place of residence",2016A000224,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227400,6.4.1,48,,,,0
2000,"Quebec, place of residence",2016A000224,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227401,6.4.2,0.1,,,,1
2000,"Ontario, place of residence",2016A000235,"Total, place of death",Number of deaths,Number,223,units,0,v21227402,7.1.1,81290,,,,0
2000,"Ontario, place of residence",2016A000235,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227403,7.1.2,100,,,,1
2000,"Ontario, place of residence",2016A000235,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227404,7.2.1,53074,,,,0
2000,"Ontario, place of residence",2016A000235,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227405,7.2.2,65.3,,,,1
2000,"Ontario, place of residence",2016A000235,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227406,7.3.1,28193,,,,0
2000,"Ontario, place of residence",2016A000235,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227407,7.3.2,34.7,,,,1
2000,"Ontario, place of residence",2016A000235,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227408,7.4.1,23,,,,0
2000,"Ontario, place of residence",2016A000235,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227409,7.4.2,0,,,,1
2000,"Manitoba, place of residence",2016A000246,"Total, place of death",Number of deaths,Number,223,units,0,v21227410,8.1.1,9892,,,,0
2000,"Manitoba, place of residence",2016A000246,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227411,8.1.2,100,,,,1
2000,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227412,8.2.1,6784,,,,0
2000,"Manitoba, place of residence",2016A000246,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227413,8.2.2,68.6,,,,1
2000,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227414,8.3.1,3102,,,,0
2000,"Manitoba, place of residence",2016A000246,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227415,8.3.2,31.4,,,,1
2000,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227416,8.4.1,6,,,,0
2000,"Manitoba, place of residence",2016A000246,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227417,8.4.2,0.1,,,,1
2000,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Number of deaths,Number,223,units,0,v21227418,9.1.1,8956,,,,0
2000,"Saskatchewan, place of residence",2016A000247,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227419,9.1.2,100,,,,1
2000,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227420,9.2.1,5009,,,,0
2000,"Saskatchewan, place of residence",2016A000247,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227421,9.2.2,55.9,,,,1
2000,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227422,9.3.1,3941,,,,0
2000,"Saskatchewan, place of residence",2016A000247,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227423,9.3.2,44,,,,1
2000,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227424,9.4.1,6,,,,0
2000,"Saskatchewan, place of residence",2016A000247,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227425,9.4.2,0.1,,,,1
2000,"Alberta, place of residence",2016A000248,"Total, place of death",Number of deaths,Number,223,units,0,v21227426,10.1.1,17273,,,,0
2000,"Alberta, place of residence",2016A000248,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227427,10.1.2,100,,,,1
2000,"Alberta, place of residence",2016A000248,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227428,10.2.1,10567,,,,0
2000,"Alberta, place of residence",2016A000248,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227429,10.2.2,61.2,,,,1
2000,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227430,10.3.1,6659,,,,0
2000,"Alberta, place of residence",2016A000248,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227431,10.3.2,38.6,,,,1
2000,"Alberta, place of residence",2016A000248,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227432,10.4.1,47,,,,0
2000,"Alberta, place of residence",2016A000248,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227433,10.4.2,0.3,,,,1
2000,"British Columbia, place of residence",2016A000259,"Total, place of death",Number of deaths,Number,223,units,0,v21227434,11.1.1,27460,,,,0
2000,"British Columbia, place of residence",2016A000259,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227435,11.1.2,100,,,,1
2000,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227436,11.2.1,22076,,,,0
2000,"British Columbia, place of residence",2016A000259,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227437,11.2.2,80.4,,,,1
2000,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227438,11.3.1,43,,,,0
2000,"British Columbia, place of residence",2016A000259,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227439,11.3.2,0.2,,,,1
2000,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227440,11.4.1,5341,,,,0
2000,"British Columbia, place of residence",2016A000259,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227441,11.4.2,19.5,,,,1
2000,"Yukon, place of residence",2016A000260,"Total, place of death",Number of deaths,Number,223,units,0,v21227442,12.1.1,156,,,,0
2000,"Yukon, place of residence",2016A000260,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227443,12.1.2,100,,,,1
2000,"Yukon, place of residence",2016A000260,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227444,12.2.1,104,,,,0
2000,"Yukon, place of residence",2016A000260,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227445,12.2.2,66.7,,,,1
2000,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227446,12.3.1,48,,,,0
2000,"Yukon, place of residence",2016A000260,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227447,12.3.2,30.8,,,,1
2000,"Yukon, place of residence",2016A000260,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227448,12.4.1,4,,,,0
2000,"Yukon, place of residence",2016A000260,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227449,12.4.2,2.6,,,,1
2000,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Number of deaths,Number,223,units,0,v21227458,14.1.1,157,,,,0
2000,"Northwest Territories, place of residence",2016A000261,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227459,14.1.2,100,,,,1
2000,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227460,14.2.1,89,,,,0
2000,"Northwest Territories, place of residence",2016A000261,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227461,14.2.2,56.7,,,,1
2000,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227462,14.3.1,67,,,,0
2000,"Northwest Territories, place of residence",2016A000261,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227463,14.3.2,42.7,,,,1
2000,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227464,14.4.1,1,,,,0
2000,"Northwest Territories, place of residence",2016A000261,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227465,14.4.2,0.6,,,,1
2000,"Nunavut, place of residence",2016A000262,"Total, place of death",Number of deaths,Number,223,units,0,v21227466,15.1.1,130,,,,0
2000,"Nunavut, place of residence",2016A000262,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227467,15.1.2,100,,,,1
2000,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227468,15.2.1,61,,,,0
2000,"Nunavut, place of residence",2016A000262,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227469,15.2.2,46.9,,,,1
2000,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227470,15.3.1,66,,,,0
2000,"Nunavut, place of residence",2016A000262,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227471,15.3.2,50.8,,,,1
2000,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227472,15.4.1,3,,,,0
2000,"Nunavut, place of residence",2016A000262,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227473,15.4.2,2.3,,,,1
2000,Unknown province or territory of residence,,"Total, place of death",Number of deaths,Number,223,units,0,v21227474,16.1.1,23,,,,0
2000,Unknown province or territory of residence,,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227475,16.1.2,100,,,,1
2000,Unknown province or territory of residence,,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227476,16.2.1,14,,,,0
2000,Unknown province or territory of residence,,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227477,16.2.2,60.9,,,,1
2000,Unknown province or territory of residence,,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227478,16.3.1,5,,,,0
2000,Unknown province or territory of residence,,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227479,16.3.2,21.7,,,,1
2000,Unknown province or territory of residence,,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227480,16.4.1,4,,,,0
2000,Unknown province or territory of residence,,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227481,16.4.2,17.4,,,,1
2001,"Canada, place of residence",2016A000011124,"Total, place of death",Number of deaths,Number,223,units,0,v21227354,1.1.1,219538,,,,0
2001,"Canada, place of residence",2016A000011124,"Total, place of death",Percentage of deaths,Percentage,242,units,0,v21227355,1.1.2,100,,,,1
2001,"Canada, place of residence",2016A000011124,"Place of death, hospital",Number of deaths,Number,223,units,0,v21227356,1.2.1,151943,,,,0
2001,"Canada, place of residence",2016A000011124,"Place of death, hospital",Percentage of deaths,Percentage,242,units,0,v21227357,1.2.2,69.2,,,,1
2001,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Number of deaths,Number,223,units,0,v21227358,1.3.1,58655,,,,0
2001,"Canada, place of residence",2016A000011124,"Place of death, non-hospital",Percentage of deaths,Percentage,242,units,0,v21227359,1.3.2,26.7,,,,1
2001,"Canada, place of residence",2016A000011124,"Place of death, unknown",Number of deaths,Number,223,units,0,v21227360,1.4.1,8940,,,,0
2001,"Canada, place of residence",2016A000011124,"Place of death, unknown",Percentage of deaths,Percentage,242,units,0,v21227361,1.4.2,4.1,,,,1
2001,"Newfoundland and Labrador, place of residence",2016A000210,"Total, place of death",Number of deaths,Number,223,units,0,v21227362,2.1.1,4151,,,,0
