"REF_DATE","GEO","DGUID","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1989","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","58127","","","","0"
"1990","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","60555","","","","0"
"1991","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","62040","","","","0"
"1992","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","63705","","","","0"
"1993","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","65832","","","","0"
"1994","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","68117","","","","0"
"1995","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","70995","","","","0"
"1996","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","74421","","","","0"
"1997","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","76861","","","","0"
"1998","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","80229","","","","0"
"1999","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","84029","","","","0"
"2000","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","88469","","","","0"
"2001","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","91987","","","","0"
"2002","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","94423","","","","0"
"2003","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","96623","","","","0"
"2004","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","99365","","","","0"
"2005","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","106013","","","","0"
"2006","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","115729","","","","0"
"2007","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","124414","","","","0"
"2008","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","131911","","","","0"
"2009","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","139390","","","","0"
"2010","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","144968","","","","0"
"2011","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","149285","","","","0"
"2012","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","155860","","","","0"
"2013","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","163286","","","","0"
"2014","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","170259","","","","0"
"2015","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","177074","","","","0"
"2016","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","185229","","","","0"
"2017","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","191923","","","","0"
"2018","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","197254","","","","0"
"2019","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","202051","","","","0"
"2020","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","205067","","","","0"
"2021","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","209435","","","","0"
"2022","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","213124","","","","0"
"2023","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","218994","","","","0"
"2024","Canada","2016A000011124","Men+","85 to 89 years","Persons","249","units","0","v466948","1.2.89","226302","","","","0"
"1991","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"1992","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"1993","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"1994","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"1995","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"1996","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"1997","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"1998","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"1999","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","","..","","","0"
"2000","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","26655","","","","0"
"2001","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","27520","","","","0"
"2002","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","29095","","","","0"
"2003","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","31067","","","","0"
"2004","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","32903","","","","0"
"2005","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","34897","","","","0"
"2006","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","36730","","","","0"
"2007","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","38219","","","","0"
"2008","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","39648","","","","0"
"2009","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","41297","","","","0"
"2010","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","45003","","","","0"
"2011","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","49849","","","","0"
"2012","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","54449","","","","0"
"2013","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","58081","","","","0"
"2014","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","61855","","","","0"
"2015","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","64972","","","","0"
"2016","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","68909","","","","0"
"2017","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","71907","","","","0"
"2018","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","75000","","","","0"
"2019","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","77997","","","","0"
"2020","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","81243","","","","0"
"2021","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","85302","","","","0"
"2022","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","88266","","","","0"
"2023","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","90629","","","","0"
"2024","Canada","2016A000011124","Men+","90 to 94 years","Persons","249","units","0","v31226537","1.2.126","92505","","","","0"
"1991","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"1992","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"1993","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"1994","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"1995","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"1996","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"1997","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"1998","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"1999","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","","..","","","0"
"2000","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","4917","","","","0"
"2001","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","5077","","","","0"
"2002","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","5294","","","","0"
"2003","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","5678","","","","0"
"2004","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","5857","","","","0"
"2005","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","6198","","","","0"
"2006","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","6675","","","","0"
"2007","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","7028","","","","0"
"2008","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","7623","","","","0"
"2009","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","8177","","","","0"
"2010","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","8955","","","","0"
"2011","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","9327","","","","0"
"2012","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","9770","","","","0"
"2013","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","10193","","","","0"
"2014","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","10984","","","","0"
"2015","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","12078","","","","0"
"2016","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","13770","","","","0"
"2017","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","14865","","","","0"
"2018","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","15693","","","","0"
"2019","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","16572","","","","0"
"2020","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","16958","","","","0"
"2021","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","17901","","","","0"
"2022","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","19052","","","","0"
"2023","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","19805","","","","0"
"2024","Canada","2016A000011124","Men+","95 to 99 years","Persons","249","units","0","v31226543","1.2.132","20592","","","","0"
"1991","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"1992","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"1993","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"1994","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"1995","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"1996","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"1997","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"1998","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"1999","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","","..","","","0"
"2000","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","514","","","","0"
"2001","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","521","","","","0"
"2002","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","535","","","","0"
"2003","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","556","","","","0"
"2004","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","584","","","","0"
"2005","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","591","","","","0"
"2006","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","696","","","","0"
"2007","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","722","","","","0"
"2008","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","813","","","","0"
"2009","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","844","","","","0"
"2010","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","874","","","","0"
"2011","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","942","","","","0"
"2012","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1039","","","","0"
"2013","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1134","","","","0"
"2014","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1199","","","","0"
"2015","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1258","","","","0"
"2016","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1395","","","","0"
"2017","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1498","","","","0"
"2018","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1540","","","","0"
"2019","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1567","","","","0"
"2020","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1695","","","","0"
"2021","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1848","","","","0"
"2022","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","1983","","","","0"
"2023","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","2129","","","","0"
"2024","Canada","2016A000011124","Men+","100 years and older","Persons","249","units","0","v31226549","1.2.138","2200","","","","0"
"1971","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3288578","","","","0"
"1972","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3242222","","","","0"
"1973","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3192796","","","","0"
"1974","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3145010","","","","0"
"1975","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3103417","","","","0"
"1976","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3052980","","","","0"
"1977","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3005527","","","","0"
"1978","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2949616","","","","0"
"1979","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2894541","","","","0"
"1980","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2858616","","","","0"
"1981","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2838140","","","","0"
"1982","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2834183","","","","0"
"1983","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2833306","","","","0"
"1984","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2829834","","","","0"
"1985","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2822108","","","","0"
"1986","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2811010","","","","0"
"1987","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2832040","","","","0"
"1988","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2857754","","","","0"
"1989","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2899820","","","","0"
"1990","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2937926","","","","0"
"1991","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2969226","","","","0"
"1992","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3009679","","","","0"
"1993","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3037715","","","","0"
"1994","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3055442","","","","0"
"1995","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3062742","","","","0"
"1996","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3068463","","","","0"
"1997","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3065423","","","","0"
"1998","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3054098","","","","0"
"1999","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3032823","","","","0"
"2000","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3012990","","","","0"
"2001","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2995449","","","","0"
"2002","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2984244","","","","0"
"2003","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2967298","","","","0"
"2004","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2947190","","","","0"
"2005","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2920353","","","","0"
"2006","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2895987","","","","0"
"2007","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2885182","","","","0"
"2008","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2884198","","","","0"
"2009","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2887599","","","","0"
"2010","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2887422","","","","0"
"2011","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2887398","","","","0"
"2012","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2901475","","","","0"
"2013","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2921922","","","","0"
"2014","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2942478","","","","0"
"2015","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2959420","","","","0"
"2016","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","2993832","","","","0"
"2017","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3030452","","","","0"
"2018","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3071953","","","","0"
"2019","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3104273","","","","0"
"2020","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3129240","","","","0"
"2021","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3126434","","","","0"
"2022","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3143132","","","","0"
"2023","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3174723","","","","0"
"2024","Canada","2016A000011124","Men+","0 to 14 years","Persons","249","units","0","v466957","1.2.91","3213419","","","","0"
"1971","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3519080","","","","0"
"1972","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3475004","","","","0"
"1973","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3429764","","","","0"
"1974","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3384252","","","","0"
"1975","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3349571","","","","0"
"1976","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3303750","","","","0"
"1977","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3248670","","","","0"
"1978","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3196018","","","","0"
"1979","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3138532","","","","0"
"1980","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3096138","","","","0"
"1981","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3058342","","","","0"
"1982","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3039422","","","","0"
"1983","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3031512","","","","0"
"1984","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3027675","","","","0"
"1985","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3024366","","","","0"
"1986","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3013796","","","","0"
"1987","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3023783","","","","0"
"1988","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3046782","","","","0"
"1989","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3087878","","","","0"
"1990","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3134068","","","","0"
"1991","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3165867","","","","0"
"1992","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3205311","","","","0"
"1993","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3234214","","","","0"
"1994","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3256663","","","","0"
"1995","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3269470","","","","0"
"1996","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3276837","","","","0"
"1997","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3273048","","","","0"
"1998","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3264161","","","","0"
"1999","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3245686","","","","0"
"2000","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3228985","","","","0"
"2001","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3210965","","","","0"
"2002","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3196193","","","","0"
"2003","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3178860","","","","0"
"2004","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3168084","","","","0"
"2005","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3151139","","","","0"
"2006","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3125797","","","","0"
"2007","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3109600","","","","0"
"2008","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3106389","","","","0"
"2009","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3109319","","","","0"
"2010","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3110713","","","","0"
"2011","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3106135","","","","0"
"2012","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3112006","","","","0"
"2013","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3126981","","","","0"
"2014","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3145878","","","","0"
"2015","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3165397","","","","0"
"2016","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3195590","","","","0"
"2017","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3229059","","","","0"
"2018","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3272196","","","","0"
"2019","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3310285","","","","0"
"2020","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3336407","","","","0"
"2021","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3336908","","","","0"
"2022","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3360815","","","","0"
"2023","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3402101","","","","0"
"2024","Canada","2016A000011124","Men+","0 to 15 years","Persons","249","units","0","v466960","1.2.92","3447295","","","","0"
