"REF_DATE","GEO","DGUID","Family characteristics measured five years earlier","Statistics ","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Yukon","2016A000260","Lowest half of the Canadian households income","Participation rate","Percent","239","units","0","v1273598859","12.10.1","","x","","","0"
"2016","Yukon","2016A000260","Family type, lone parent","Participation rate","Percent","239","units","0","v1273598860","12.11.1","","x","","","0"
"2016","Yukon","2016A000260","Family type, two parents, married couple","Participation rate","Percent","239","units","0","v1273598861","12.12.1","","x","","","0"
"2016","Yukon","2016A000260","Family type, two parents, common-law couple","Participation rate","Percent","239","units","0","v1273598862","12.13.1","","x","","","0"
"2016","Yukon","2016A000260","Were living in a rural area","Participation rate","Percent","239","units","0","v1273598863","12.14.1","","x","","","0"
"2016","Yukon","2016A000260","Were living in a population centre","Participation rate","Percent","239","units","0","v1273598864","12.15.1","","x","","","0"
"2016","Yukon","2016A000260","Non-immigrant parents","Participation rate","Percent","239","units","0","v1273598865","12.16.1","","x","","","0"
"2016","Yukon","2016A000260","At least one immigrant parent","Participation rate","Percent","239","units","0","v1273598866","12.17.1","","x","","","0"
"2016","Yukon","2016A000260","Were not living with their parents","Participation rate","Percent","239","units","0","v1273598867","12.18.1","","x","","","0"
"2016","Northwest Territories","2016A000261","All characteristics","Participation rate","Percent","239","units","0","v1273598868","13.1.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Were living with their parents","Participation rate","Percent","239","units","0","v1273598869","13.2.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Parental highest level of education: No parent with postsecondary education","Participation rate","Percent","239","units","0","v1273598870","13.3.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Parental highest level of education: No high school diploma","Participation rate","Percent","239","units","0","v1273598871","13.4.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Parental highest level of education: High school diploma","Participation rate","Percent","239","units","0","v1273598872","13.5.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Parental highest level of education: At least one parent with postsecondary education","Participation rate","Percent","239","units","0","v1273598873","13.6.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Parental highest level of education: Above a high school diploma and below a bachelor's degree","Participation rate","Percent","239","units","0","v1273598874","13.7.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Parental highest level of education: Bachelor's degree and above","Participation rate","Percent","239","units","0","v1273598875","13.8.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Highest half of the Canadian households income","Participation rate","Percent","239","units","0","v1273598876","13.9.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Lowest half of the Canadian households income","Participation rate","Percent","239","units","0","v1273598877","13.10.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Family type, lone parent","Participation rate","Percent","239","units","0","v1273598878","13.11.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Family type, two parents, married couple","Participation rate","Percent","239","units","0","v1273598879","13.12.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Family type, two parents, common-law couple","Participation rate","Percent","239","units","0","v1273598880","13.13.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Were living in a rural area","Participation rate","Percent","239","units","0","v1273598881","13.14.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Were living in a population centre","Participation rate","Percent","239","units","0","v1273598882","13.15.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Non-immigrant parents","Participation rate","Percent","239","units","0","v1273598883","13.16.1","","x","","","0"
"2016","Northwest Territories","2016A000261","At least one immigrant parent","Participation rate","Percent","239","units","0","v1273598884","13.17.1","","x","","","0"
"2016","Northwest Territories","2016A000261","Were not living with their parents","Participation rate","Percent","239","units","0","v1273598885","13.18.1","","x","","","0"
"2016","Nunavut","2016A000262","All characteristics","Participation rate","Percent","239","units","0","v1273598886","14.1.1","18","","","","0"
"2016","Nunavut","2016A000262","Were living with their parents","Participation rate","Percent","239","units","0","v1273598887","14.2.1","18","","","","0"
"2016","Nunavut","2016A000262","Parental highest level of education: No parent with postsecondary education","Participation rate","Percent","239","units","0","v1273598888","14.3.1","","x","","","0"
"2016","Nunavut","2016A000262","Parental highest level of education: No high school diploma","Participation rate","Percent","239","units","0","v1273598889","14.4.1","","x","","","0"
"2016","Nunavut","2016A000262","Parental highest level of education: High school diploma","Participation rate","Percent","239","units","0","v1273598890","14.5.1","","x","","","0"
"2016","Nunavut","2016A000262","Parental highest level of education: At least one parent with postsecondary education","Participation rate","Percent","239","units","0","v1273598891","14.6.1","25","","","","0"
"2016","Nunavut","2016A000262","Parental highest level of education: Above a high school diploma and below a bachelor's degree","Participation rate","Percent","239","units","0","v1273598892","14.7.1","20","","","","0"
"2016","Nunavut","2016A000262","Parental highest level of education: Bachelor's degree and above","Participation rate","Percent","239","units","0","v1273598893","14.8.1","","x","","","0"
"2016","Nunavut","2016A000262","Highest half of the Canadian households income","Participation rate","Percent","239","units","0","v1273598894","14.9.1","27","","","","0"
"2016","Nunavut","2016A000262","Lowest half of the Canadian households income","Participation rate","Percent","239","units","0","v1273598895","14.10.1","","x","","","0"
"2016","Nunavut","2016A000262","Family type, lone parent","Participation rate","Percent","239","units","0","v1273598896","14.11.1","","x","","","0"
"2016","Nunavut","2016A000262","Family type, two parents, married couple","Participation rate","Percent","239","units","0","v1273598897","14.12.1","23","","","","0"
"2016","Nunavut","2016A000262","Family type, two parents, common-law couple","Participation rate","Percent","239","units","0","v1273598898","14.13.1","","x","","","0"
"2016","Nunavut","2016A000262","Were living in a rural area","Participation rate","Percent","239","units","0","v1273598899","14.14.1","","x","","","0"
"2016","Nunavut","2016A000262","Were living in a population centre","Participation rate","Percent","239","units","0","v1273598900","14.15.1","25","","","","0"
"2016","Nunavut","2016A000262","Non-immigrant parents","Participation rate","Percent","239","units","0","v1273598901","14.16.1","17","","","","0"
"2016","Nunavut","2016A000262","At least one immigrant parent","Participation rate","Percent","239","units","0","v1273598902","14.17.1","","x","","","0"
"2016","Nunavut","2016A000262","Were not living with their parents","Participation rate","Percent","239","units","0","v1273598903","14.18.1","","x","","","0"
